longer:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
million:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
lose:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
talked:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
broad:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
distant:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
advantage:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
peter:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
one's:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
honest:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
july:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
indians:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
seat:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
before:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
path:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
proud:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
country:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
space:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
request:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sad:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
quick:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ideas:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
evidence:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sky:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ones:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
there's:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
amount:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
liberty:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wine:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
lies:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
da:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
settled:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
seek:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
obtained:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
regarded:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
principal:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
monsieur:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
portion:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
points:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
die:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
add:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
measure:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
glory:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
clothes:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
powers:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
dream:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
refused:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
license:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
good:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
occupied:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ears:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
weeks:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
president:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
thick:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
claim:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
pieces:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
heart:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
game:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
among:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
immediate:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
hearts:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
aside:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
file:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fond:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
reply:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
draw:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
holy:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
distributed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
grow:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
emperor:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
first:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
touched:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
numerous:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sides:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
spanish:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
finding:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
1601:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
door:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
altogether:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
well:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
famous:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
equally:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
otherwise:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
played:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sharp:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bank:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
forgotten:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
advance:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
capital:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
facts:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
willing:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
seized:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
contact:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
robert:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
hills:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
necessity:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
powerful:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
naturally:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
taught:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
op:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
established:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
golden:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
entire:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
streets:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
b:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
intellectual:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
employed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
anyone:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
'em:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bread:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
crossed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
nothing:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
failed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fate:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
phrase:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
evidently:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sont:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
november:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
o:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
this:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
popular:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
aware:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
las:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
gathered:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
slight:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
group:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
apparently:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
remains:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
forest:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
hast:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
encore:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
removed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bore:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
grown:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
tells:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
papers:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
carriage:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
characters:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
population:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wealth:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
comfort:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
blow:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
tender:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
handsome:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
worked:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
prepare:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sacred:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ain't:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
liked:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
noticed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
yellow:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
pity:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
january:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
j:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
putting:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
distinguished:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
pray:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
freedom:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
stage:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
back:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
les:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
angry:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rain:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
owner:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
tired:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
poet:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
practice:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
por:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
delight:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
works:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
becomes:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
weather:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
nine:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
approach:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
still:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
weight:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
truly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
material:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
paul:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rules:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
right:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
accompanied:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rode:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
walking:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
resolved:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
richard:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rights:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
style:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
1801:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
1900:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
regular:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
dangerous:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
though:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
og:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
saved:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
education:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
shadow:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
contain:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
drive:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fashion:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
proceeded:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
follows:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
spirits:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
gate:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sentence:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
twice:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wore:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
extraordinary:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
august:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
burst:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
too:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
forces:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
watching:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
mass:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
som:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wants:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
science:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
increased:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
treated:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
lifted:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
thank:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
discover:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
receiving:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
stands:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
april:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
proposed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ear:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
aus:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
previous:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
genius:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
constant:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
water:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
chose:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
waters:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
valley:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
snow:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
su:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
unknown:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
comply:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
machine:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
windows:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
suffer:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
farther:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
don:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
occurred:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rank:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
2000:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
small:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
needed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
tongue:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
lo:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
larger:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
never:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ceased:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
loud:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
moon:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
mention:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
struggle:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
q:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
season:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wounded:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
forty:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
calling:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
qex:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
favour:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
spain:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
enemies:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
moi:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fifteen:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
title:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
pounds:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
admitted:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
slaves:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
size:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
possibly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
duties:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
god's:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
height:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
separate:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
absence:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
breast:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ni:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
parties:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
noise:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
hoped:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
like:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
listen:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
release:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
numbers:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wasn't:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
most:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
buy:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
moments:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
falling:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
qau:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
wisdom:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
continue:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
niet:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rapidly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
side:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
amongst:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
gained:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
splendid:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
advice:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bitter:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
mich:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
alive:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
italy:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
drawing:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
task:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
kingdom:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
birth:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
policy:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
superior:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
storm:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
catch:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
delicate:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
palace:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
constantly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ihm:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
take:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
italian:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
empty:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ils:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
unable:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
about:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
quality:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sorrow:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bird:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
um:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
asked:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
station:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
explain:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fort:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
happen:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
admit:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
germany:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
dying:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
consideration:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
brief:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
2101:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
2200:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
kindly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
huge:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bought:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
addressed:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
dass:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
another:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
apply:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
proof:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ik:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
ihr:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
partly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fruit:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
und:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
paying:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
supply:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
thinks:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
myself:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
pwh:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
der:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
shoulder:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
own:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
member:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
bringing:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
supper:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
useful:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
done:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
reasons:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
three:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
sooner:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
shame:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
assistance:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
highly:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
applied:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
stated:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
cover:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
objects:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
smiling:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
couple:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
inside:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
commanded:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fought:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
god:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
grief:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fields:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
notes:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
exercise:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
2300:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
require:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
det:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
fail:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
buried:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
female:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
playing:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
dignity:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
nature:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
hate:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
needs:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
lands:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rendered:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
extreme:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
mad:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
rare:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
entrance:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
introduced:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
control:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
careful:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
you've:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
clean:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
stones:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
variety:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
immense:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
devoted:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
everybody:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
level:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
war:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
raise:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
dull:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
aunt:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
eager:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
stars:	 doc1.txt, doc2.txt, doc3.txt, doc4.txt
